IDLink,SentimentTitle,SentimentHeadline
oOFTvBzN9n,-0.2544547602739611,-0.08893864608466631
KqhQzWHMkP,-0.030319464452956607,-0.05014837988609694
EHNlCODnUb,0.04558579452771998,-0.04982769621104508
utdMIMlFt6,0.018545681659058587,0.057470333442386896
reov8NCxVE,-0.0741607148446766,-0.03775225954998242
IjgEHgi6C0,0.2644891307391784,0.010382201050779645
PPA17wNSo4,-0.12906653062927864,-0.08582469772069076
kDcqBZfL6Z,0.013925639410348325,-0.06159250792276488
5vrwpTkFX0,0.04240986266075593,-0.06155971225302426
e1Am2LcL6q,-0.1299025713782507,-0.0018007242492988698
BCW4uDI79i,-0.0004853360703068448,0.06947475060471073
GhsAvQxufi,-0.028836192972663335,0.09676347956964632
TUXlr8j0Jf,-0.19563796301085087,-0.09163451822999102
F6Kurxkhsb,0.017455509700646292,0.03914271436734756
pu7m9l8IdZ,-0.011887726641923176,-0.05008659013257749
NtSa3fslCm,-0.11946241038137351,-0.09555141578944232
ADOyfjBWka,-0.08202302046838472,-0.21092009930822223
WeHmCsxgjd,0.19394502415266524,-0.006907270281511647
xTSrOtLZ4q,0.2787365817062525,-0.08836143075936692
MYH193fCKu,0.004826466976590751,0.04958934195216796
u1y4r8TwIU,0.020951730750498776,-0.12437432319318548
g4tFzvqcI5,0.1647509018175443,0.04999909734071139
j513X7mPrJ,-0.23821551360800294,0.18522360287750497
amshiZe6UY,-0.092355439547367,0.15412369730069947
tgkeH242IX,-0.0005249945676219607,0.06833417719362098
nXPSgZYl9a,0.013535651737619437,-0.14509651459738143
kpLPkLUhyO,-0.24327569622014605,-0.019670311849802398
4ktjkm3BNk,0.20020294350977144,-0.03642327673309901
RTyrdJQ8Dp,-0.14664127562390483,0.03747291180624827
CtG8GweoIq,0.062163899158518006,0.015587893189292941
L00akWwk2x,0.05836752659713793,0.050686277554908114
LXyTK4jVyA,0.008624147998431756,0.033923579874906275
UnXhPiKpzD,-0.011507824503192862,0.016766280599753512
DGNEQufSrb,-0.12632575409192912,-0.11805864711416805
zOPdNMW9uC,-0.015826750132274494,0.030738802167533975
yHBHcgAO8N,0.1690789138312005,-0.0999889707128018
xyU9kiwWzl,0.2604613820571982,0.08305984473128264
jZy8EjJOi5,-0.27189385274235583,0.20988057051141776
3vijCSykZr,0.14342359404863161,-0.02926563678602154
wStjauGkW0,-0.0748651714706062,0.014083171165063968
7QoNAvMsTn,-0.11556377748269545,-0.018495389679921603
N1NxBOTzKi,0.02499590063448582,-0.024017716617352195
nZ1IOjSdX7,0.003724193234210041,0.05187605462894671
BGvgVb2nDS,-0.038084088241093286,-0.032266730210049326
zIFz5L7kIi,-0.10910014947695945,-0.07087574800782406
tHvqpzKhvW,0.07036898099262981,-0.016164361654581155
sKK9ufsJu4,-0.014572064226753065,-0.13520172068837738
h17Y5wYLUn,0.028966598780237406,0.09656324964289759
NORFZleWew,0.2730242772481698,-0.07795233910648207
9b7ebNWMrL,-0.01701163669113516,-0.03085456159861486
0wkZI3AtiF,0.06203758602656203,-0.2108064667782829
dzGkGtpvn5,-0.010062815594149607,0.009264665490247882
5vLx92dYUQ,0.024980215696981764,-0.06401847226949034
irmnquODRc,-0.10314528340293777,0.16701613826644632
bIemEY29YW,-0.18191881206267688,0.12221064881688237
swbl6Zw1pp,-0.13861198506586062,-0.19522843436076845
GTmEYY8eNn,-0.16608507554646654,-0.08984291475089633
Q4NRtcRi7U,-0.052806793673069174,0.05070016975333793
cOLQnQtHOw,-0.08832172381066364,0.10129821343388254
sQj3IZFgiJ,0.2611613795396589,-0.2254875903891432
Q4kqirCmVk,-0.03359688980477202,-0.012569625465649922
OzNPINYjW8,0.00863807403252154,0.14095595503401126
YPT11fE9jW,0.07252107960773699,-0.039580270111519024
6Y5eHAo9mi,-0.04416379786284992,0.13992171634306663
LWAiHRen4A,-0.0191308276949456,-0.05907145933453686
cXs2WsDsZs,0.08987076292184068,-0.03998061667315532
JRGyEYK1qR,0.019264647911626125,0.020497303536222936
pscU1VfZmn,-0.04106871413480966,0.07473950049912434
e5kAtxV6y6,0.10883451275614128,-0.03696168838656102
ngDdeCUV6a,-0.05160008062072477,0.009768013523407601
2DzN9LsPHh,0.042668890567982655,0.048671484755773466
X9CsGVrY1Z,-0.22109927035033103,-0.2878482163435146
hWN86xaIMQ,0.042873976908018974,-0.09765886899173874
lqz7qAtAN4,-0.023397636944865664,-0.07678632030721116
CQjSgOM2jK,0.06686933311628268,-0.031082973782503825
WobbaGvRfu,0.1305180290869771,-0.010134889865744512
hwMCvUGPUL,0.03649245731638381,0.07758896456581399
u2BIxtNi9i,0.18500046430299444,0.03445141489105422
E3NfFvOauk,0.003613657781363775,0.04155102065683399
ani3ifFzdd,0.01699289452291205,-0.11729180733877367
aCHYrPldp8,-0.01917335346505543,0.10557090416442819
avJJQp0YSB,0.25943064351988254,-0.045141618219882246
T0PEWKKN3O,0.24522583457456967,-0.05263855236451509
INtssIfcnc,-0.09508313326868104,-0.19490072764620744
3SPnYFulNh,-0.020115932244449058,-0.026564846391893264
MZ2cm5gdrg,-0.1246736718027176,-0.0009897371815272282
daxkkMq6i9,0.2484334609683335,-0.05539526387292373
bxBlOnQCpz,-0.1475679323591601,0.031200530151289894
DOJNka3ObI,0.0030285636154837314,-0.1017100111757642
OinulvW3Sz,-0.08205987172311313,0.050689943948737194
gXvoVOmBsS,0.030443584707077018,-0.0030680551715584065
m7nDReJLOi,-0.16086952658657155,-0.03484495964072642
VW5Ydtr6Ye,-0.04481736211188902,-0.013792413897926285
SaXWh1kTni,0.07370836535110864,0.029001058764682446
mWx5SV05li,-0.02354538943408601,-0.2113370161643498
uIUE3if0cq,0.1014926361633991,-0.04083541064243104
LVCtl0wN2R,-0.043496579716613686,-0.11747390178425282
im3BtCOYPf,-0.23771480705879194,-0.1888757818116242
7XN3AlgNMl,-0.014211433470893452,-0.07743591548861026
CMseQ3X2nX,-0.1324270084274225,0.039511604474729685
3rT5KAbl71,-0.1611288828393806,-0.19179606516372347
J4BicMNrhF,-0.2559701181030281,-0.09857229130657173
ycvH9It0sO,-0.08699947069380945,-0.27052092964304647
Rl4LUp69w7,-0.06365772849342302,0.08955752068413919
re0L8pWbak,-0.05651907984207702,-0.054724133605541805
wIor1QhQNC,0.39090651428615336,-0.19707493863351405
S98p53dtPC,-0.06025632049475372,-0.2370755902420476
TBxoloxM7r,0.08146000501644898,-0.044175716771888064
SgKzR6x82M,0.01051863004219384,-0.04310197665118887
26cHGinB7q,-0.02921377780731576,-0.045935764374382466
BI4bcoaUkC,0.07327119204517435,-0.16315925676631235
YIjsSIAPN2,0.016916019965747812,-0.06336940841560444
eWEE7x7IFu,0.0069518306315290886,0.02246399852530822
4OgN2Eiix0,-0.24640724777487608,-0.06928642918590056
7EasNkNv7Y,-0.0571359430635834,-0.021253975273238596
CgxHF8bNGu,-0.05099827317510048,0.03218355636018868
CAAJwvX62W,-0.14195758411397136,-0.06575861803747407
FOVHaR90ON,-0.24717654931934238,-0.09258993354344924
Fh3E1yM5P3,-0.1248145838755794,-0.10523522449341707
XatCGZUXKP,-0.012189205642866222,-0.030991007398134436
AwGSwzxluE,-0.0012213278268981883,-0.17727697523414485
ruPrGBEkYP,-0.1378727621058653,-0.06016777585642666
IMnMFQkENJ,0.12856715661583357,-0.07633653064934874
tRNN8oaHBx,0.12037043508483827,-0.20021286846436975
8NRKoTDhFp,0.02037817649034828,0.08775659231629265
bofTLzQkUE,0.043762246763253,-0.05777507258146159
74vMDf4co4,-0.10904737135875878,-0.031106621305353695
U6kZpaRFMf,-0.1261160971447935,-0.0008929046582992761
BcqYTxDGs7,-0.22138158694400029,-0.07359369874742858
SUB3B1Beed,0.02033799724156695,-0.08105742074879159
JEFDoD3FY1,-0.02028733152844576,-0.24667064813860637
PYfNcILRTJ,0.06457717396136717,-0.14881571337954985
OQdjGTnYfU,0.04377621658730608,-0.04716358284722354
zzzL6N4Bks,-0.00525142289880599,0.04587575404957043
BOuQEqffJs,0.051057371731190036,-0.2941715363647714
xzEHn2cH93,-0.006624933317582966,-0.0148176490643947
yQSGXrtYRe,-0.05396610030734302,0.03101837761953142
WeZxXJDXzm,-0.09108039874968038,0.03780996321445205
gQakgdMVmJ,-0.10196718434421442,-0.05593835677432399
k7spceAiOT,-0.07515396646481455,-0.02285146673462017
3CsvLo0Nzo,-0.18139490204604306,-0.05289829555268337
o9Vnj0Ajam,0.023100510173652285,-0.14872006224033021
fInKy7OLAU,0.008439305952946074,0.14623120054224079
936BjW6DEB,0.08268987179100204,0.01823141363563143
zL7P81XYKu,-0.05703396357374443,0.18348983171566075
Swi01c205I,0.04826479436106499,0.15945875487752226
Kunx7Xr3J5,0.023182625596420398,-0.02878245017887409
5LqeEDKdJL,-0.029468473721635233,-0.26179719218674824
lFaOE6bcpW,0.07760040827216538,-0.23885174797358502
S4BLj7nGkc,-0.010959963451249572,-0.10815291043876868
dVBb2XcZM4,0.057694512664125834,0.09430464912830311
KtoKfinU4O,-0.012180783341982398,-0.08229623741812873
M31rsR1KNc,0.07501985303630973,0.04501373064208789
6EnfIIM2XK,-0.24379882970514088,0.0687829914955462
zNYo1bsNT3,-0.061857048811168595,-0.03498812436031051
sGPC8tDoT8,0.00010493806669620645,-0.06923185204403387
joSF2RcStD,-0.06423160794423638,0.10185449606297503
AOpROUrdGN,-0.18480748377695302,-0.13166496512688616
7L4weTKRvz,0.03396154426560978,-0.24131368599352915
g9gQ0rpvaY,-0.0013904277436118974,-0.037762847405541436
6cJNqA5oyN,0.004021608237160454,-0.08100168283370182
C506mQoP4r,-0.02258927555847769,0.1080685275182571
umBGDhHbvu,0.027058393123411066,0.18602316966550886
yAClQWljPW,-0.12654428039984392,-0.08034474571022983
2y0Q8GMrnb,-0.16895173162845917,0.17595516807584147
fSdwkkK3js,-0.09950568157037748,-0.0722166695123671
c85emcNhZQ,0.016405414958743925,-0.08560076491981256
LROYeysdhp,0.0500038117322,-0.040707668470593074
ENh9UScBbT,0.11467662271442255,0.15201624244849848
vpIbfKtwMY,-0.12697393021214756,-0.05296681300331444
aBSlUKj11N,-0.01947884934562006,-0.008341727580075772
CDFce5bPPy,-0.09367776284478377,-0.0028013424338570736
RY58DtRuj9,-0.0011340216945707991,-0.07809889100202132
s7mvmZRbw1,-0.017542436776669067,-0.07288763414954987
fXr7JvMFXj,-0.026921135868005083,-0.03821550087997304
qi3544qZjC,0.010409773100041757,-0.24955807519146206
tUfnvm1MEw,-0.0641726980119329,-0.1598550712174863
h9qTYZoeSX,0.006978977340870669,-0.21233968312273446
C9QEGld9kY,0.023550019239547602,-0.032388655661413836
A9EhIuMCFO,0.0021596856313243727,-0.0808210531500486
kXadMWThhc,-0.30398015317886407,0.057753725502625454
y2ufKr8yVQ,-0.09490613414951321,-0.2263121900410947
2dLJv6FNBj,-0.054424278127021206,-0.11518923519557969
JRmR8cGyuT,0.03059203115554339,-0.1325053553467951
YTX3DqVhO8,0.030211880018378497,-0.1304631239378713
ilh5loOJuB,-0.05128639029446356,0.09209050803576913
r5bvylrfVI,0.032155111045200864,-0.123803415517417
GlynezvHJG,0.06743193083323237,-0.06563652393474548
g91vPgHPNt,0.16103333197163958,-0.15668562517781215
7yYpEYfBPC,-0.07963675298528888,0.02891598062116054
4yk2AjXE2t,0.1199208943675687,-0.15312346364075768
UzztQ903t0,-0.1528631042911712,-0.2098772084180461
8qV0QIYY5k,0.04335400934975671,0.23688902296340753
0xQ5PJaCzC,0.02586431069608524,-0.04116672883191334
BfSKUGum9d,-0.15059413135780939,-0.0232880861479875
is5GXbFqzU,-0.028029452174579916,-0.04462372132844289
2lFQejjGWU,0.07523345205510037,-0.053264492543593445
CPCFQToMf6,0.09337276495201957,0.0326676678781438
9aDFroDOAG,0.0319086633657891,-0.051118222507752775
l7GOUOBvTX,-0.0611421568743417,0.035233214663205635
tSk9DSLOfu,-0.07952999934040861,0.11507470044974141
JIYg04sJzA,0.11197284739102101,0.03265721890187672
nBQs3wwemE,0.008455045703213305,-0.16213773941508433
5enRb6ExSY,0.07986508936169051,-0.07832248850781033
9PfQFI4AQF,0.08639583895968134,0.04016707000209791
NjFv5IzSEQ,-0.05902148426509705,-0.12978668101016447
NnFmz3LMZ6,-0.027003594602554422,-0.0795837850060607
mzNB5NGy71,0.0086340078417932,0.03829643905048475
kleI5cZKDs,-0.05303900111286664,-0.13485687680112882
muRjamql8u,0.0686525127690259,0.08509012622434395
yUWKWMjQKw,0.06787700662435567,-0.17897794336431463
aFSc0W07SH,0.3013147334986464,0.10042626551211059
cuu4arivmX,0.06186807877662138,0.20117477991211366
aa3ShGYCzr,-0.09310837516561563,-0.10064316807258569
3u9q06UBAP,-0.15878571353963386,-0.019151877581075862
MajucQGZp8,0.06501499625581433,-0.04680948303269318
mBDEVSUcRn,-0.062020755043599406,-0.17499661578786546
KFRLpHRLQ6,0.01706263700097873,0.09516477836027643
knxvu99mwo,-0.23030425170807103,-0.1712346777185706
Ra73vKvfFg,-0.08625555138071178,0.013341257375540344
6mXl1ovnlf,-0.016996367656707208,-0.030098869531578306
KqbNDpKRdD,0.18842857449761768,-0.09734803301610187
GLydVx0Ymh,-0.18192998987982198,-0.11702393310189316
1i8fYBKH2a,0.09292591255670588,-0.03101112520946308
AD2ie3x2bS,0.034759677188085376,0.1409742288733484
HLJv6HLvKo,-0.11962902087984859,-0.07169373666055934
YwTUW2xngC,-0.10351240300734313,-0.1960534716631418
V9r81ufShy,-0.13836941335540753,-0.13180627000668768
X53M7yEfNF,-0.3157253960899964,-0.07617210294858337
XkpvYZvHhr,-0.08934438060667477,-0.03530043477334779
7X0WxaMCjR,-0.1345087779272954,-0.0623254199004309
t1QAq3AMAy,-0.04138874858845738,-0.14719757322662566
CmOlykSLCh,0.047071409690237855,0.012559111820128838
0AlwOogyqi,-0.03981961014015173,-0.10820064075398342
wkHKTPOXkr,0.011813216592464815,-0.07707471546779288
QSfjHlElNu,-0.1326820288803299,-0.0013919425908876376
0pbE6dUb3n,-0.06945497306914275,-0.09921650548404205
srr1zfIWg9,-0.01187616421398204,-0.006853979257680366
539Mz31fbD,0.13088177534966705,0.16515917502239744
jOYwq1ch2U,0.0389908459243866,-0.11657201383033444
75EByZCZ6w,0.03597907142685418,0.0820256849864639
iwml5iqGfg,-0.00860950171587041,0.012735663745468334
khOoYQDLyc,-0.008831210827339446,0.008898470698085914
7ijbPSYCGW,0.22726022570405477,-0.041464894668575565
hCgKLYy9BG,0.022083652188969433,-0.0275779073900772
lTpjrI4nEX,-0.043223109900886875,-0.12789729795346577
PERz7IzdQU,0.090774438831865,0.07670066953464813
z95gQaFMxr,-0.05550889570563319,0.10926904727182424
ACO02rwoEM,-0.00799003911469177,0.004707461894303336
9uNI7LFpYX,-0.003272837143060439,-0.06133784434103422
RLoZOvAES4,-0.0580494236739605,-0.07828216519304568
1Dc17L7UlF,0.12398654999092948,-0.12972202260640547
CgjAxArwOf,0.037966926886289575,-0.05167703566799199
wqttRE96uQ,0.08805844712473399,-0.05447081728694193
xdZ1YUmZps,-0.06933635198609847,-0.13904329357278133
OFAN8C5F8U,-0.19799474411751974,-0.1486590991434531
XmulXROhMR,0.05382767695267813,0.26258095787457725
cB8WBBECi9,0.06707136206650868,-0.015043040748105151
IKl67cvJBh,-0.009807710216128708,-0.26794804067848604
GxUnt9z0pW,-0.0008246885724091796,-0.020111372285631944
C3ZFNCyEkO,-0.10640771385266348,-0.05004114874210575
k3pFQmH3a4,0.06465295781191427,-0.01746084508065081
eh4j7W6AVC,0.17596125910875002,-0.012337937082221632
90DRL1kHgi,0.022718878322210603,0.01649083602547223
N1d1usvqUB,-0.010203425028278536,0.03929904482587348
1aVhzM9GSD,0.052159389336274,0.012036253117708756
etawTWzBf8,-0.02261547986134488,-0.14623711655773258
z1huXaTRkA,-0.049248184570665564,0.13752095298299033
JT9B2mUWD1,0.0953504332618523,0.0789852058121421
WCtURxqyhf,-0.18147474046039064,-0.05975438380637438
R13vLT4Fbw,-0.010316602783244805,0.003015302608686536
KIX4CKJRv8,-0.1057245802875651,0.004412076352536015
evtUbpnV6G,0.13355658934600992,-0.03607072061685312
16ly5uucBe,0.0163741411676352,-0.10202593286425246
SUj0UaFaPS,0.045680776020121786,0.04217889671759139
lRPNjTulxk,0.023399215272697726,-0.029654431499721967
Xj4YT7lovP,0.35154774305409403,0.054131152407316745
xQF0TkyPLI,-0.27848659949286714,-0.023089347971094208
23goVd7Ltt,0.010314639467870031,0.02714596394896302
AVIuLTHBkR,-0.15274670594918083,-0.20648316207096482
ZEyi580mTN,-0.08869963815984011,-0.09114877854540857
PLEw3lxlsR,0.03523863283266766,-0.2168254635488561
haNqwNTkwO,0.10671373803439554,0.05945274445350399
KU1HSvZBBs,0.07400889656198187,-0.012806213740075081
AWadOYfoAF,-0.009996447347701966,0.030033289899089606
uaHFlWZkav,0.024690339858563247,-0.12343957881518466
y4SiUlskF3,0.02346289741180113,0.10015089902546515
L6A670hv9J,-0.033517914792433046,-0.10754057268754263
jA7EVDQ8R3,-0.010078152043955157,-0.10649038287069448
fKqK34kbKi,0.030874017123434058,0.027926321366571992
MpY2vEw3dK,-0.057506915622746575,-0.11937156382342679
b6iEZ3oVvu,0.0025102584706055767,-0.064443375017795
cFpvsyY4Nl,-0.31410280711422,-0.15498200491403696
8FRoTJY7AJ,0.15080341501062003,-0.02077683335551973
W6wlbsJ9va,0.37390825558536656,0.1429112102229742
T4kq3EU1OR,-0.16398940944052076,-0.036935787011617816
TnCLnIFHOB,0.029579648496616158,-0.03803982650203251
YANWxwyYjd,0.03017979999664642,-0.11779587640008121
NFAR0C8nAo,0.07655861200923716,-0.12726424428938732
3eVwWZqQv3,-0.24940656680416198,-0.13858974378475225
dYDgzbqzWF,-0.08596819097304645,0.033343644204890215
hSZFRKDHx3,-0.10463517954404919,0.23884187264433349
gSU725RgS5,0.03221963196549693,-0.12058123167708132
TECCDCGbEq,0.012949941786645752,-0.03365802807617085
gBXyo6K53y,-0.032375866610224846,-0.03187004197788894
l6p7702f0M,0.0646631546807171,0.0722449826173906
csuqpSGW8u,-0.006552280646843597,-0.11682089090638972
KJPmW3yM4o,0.10167027486541969,0.09065475970879588
G3o1oxs0cl,-0.10740668767108619,0.05970040591705016
kYV0V8GeuN,0.1192595016317177,-0.21950854385514743
bowpehJ5mp,-0.40985116025601703,-0.037415604576279925
Gz49j3oM8G,-0.020864269757509112,0.024437221282659218
addvmih6vA,-0.14337620243009624,-0.17807420057541215
JooKekRwFt,0.014026147775074722,-0.021366237860548448
DG86MH9KRA,0.07306794509857742,-0.031672911071350986
EEuoyk5Gp7,-0.013629072756238127,-0.04767691474741566
n2HBelsJbj,0.39430808834658804,0.3472016225975227
RRjxAHvIsK,-0.001431225571560309,-0.11864098565438841
V1Fimfi0XW,0.00618532129541963,-0.14512872298532073
ExLg5CHcnm,0.01610312049767225,0.04175622140075943
5ND0RHScgk,-0.017507419973609103,-0.32426242577798614
vkIwzNuAhU,-0.04600346739786095,-0.05349935654165569
780Njpf1be,0.045385699134894465,0.2604911994100092
ZRiGMbw0Y9,-0.08198717278945691,0.009912675108430517
uCv85mmNWo,0.015838600832155846,-0.08439552851677126
xPVSAZT3gi,0.09255538029238605,0.017969503296378156
xUB2Txg4In,0.013277464664776396,0.1274132552352435
UZoaAdlrfY,0.00029883852732647334,0.04197328435968146
QYf4XhmXhi,-0.0791838227322523,-0.09201096584478718
Vcezuycn2E,0.16589086539387377,0.004138770298222301
zXZsPT7xUj,0.002805316332975795,-0.1278537978028201
F5CCIZAZQ3,-0.2264353074132501,0.008141969737001244
Riq4rbLmmm,-0.026229747621214203,-0.14115144937769752
evCmarQMyl,0.05047787468538178,0.005055643369862577
hEDRc9lav5,0.00931657298897726,0.004744720043998167
g6OoL0dlzB,-0.16467800441565852,-0.03733058371246315
jG51cU7oBL,-0.01784407216218105,0.1152559561872511
tafLw4tBL7,0.051553006992058635,0.02873766896752667
jTZ7BgZyfz,0.038665437206416034,-0.06048687946276181
1ua5vRfbj5,0.04351069063743227,-0.030501049267682153
Mol0a62X5d,-0.00170454923353521,-0.1515783701935482
FWD799lNWS,0.15080691436838212,0.011944557570706803
UjuoMIBfjK,-0.1439915592443596,0.019822073445863897
OSLQtw07Bb,-0.15781908558587157,-0.05477415320065972
7t9KUOLINK,0.04865044030357322,0.13243134080729774
feGyFYU1sY,-0.005014591138221091,-0.023220151255881005
BRf9iViYOu,-0.01347972910123263,-0.061212499791460366
GDeF4aKa2e,-0.13601757018698057,-0.07194130345510563
GXnKahR2fA,0.11789823348793191,-0.02185993560568892
6maWCsOYYy,-0.08314168931416546,-0.09172015166566477
ybiujYQ7nK,-0.2085868521269348,-0.06359686549432955
J7qzuTaRO8,-0.17396811012162045,-0.08172575883252972
Zg2RzwbiJr,-0.10518053549175685,0.04755053154691468
dARjxTtQTk,-0.17133443260066505,-0.10040803256753111
Dk7AjsFZGP,-0.017144559192020663,-0.04792564649886387
Rv9ESbHyof,-0.038951674344472706,-0.017229973716965694
O3skhHMqHK,0.0321193542366737,-0.18977914456646097
S43u8lhHDB,-0.00910514862607993,-0.03798406705417991
0lmqQaPkwF,-0.0858077093442331,-0.19700599912391512
4nxjqaYjjh,0.10151993444839927,-0.03993538445108395
zIy8yy9Ruh,-0.06602452534914105,-0.15609608690969815
6JTII7DOjF,0.1404954691656902,0.0014548576579114306
23j7j6IzOa,-0.09491125122110178,-0.08882890635139895
pe99PpqHUn,-0.05159624572329686,-0.030109910841445434
ZyAfkkEImv,0.13855365995274396,-0.049325788555646455
CNjTmfRhRq,0.014602665428803063,-0.2778636275549343
gWp0lhEIez,0.213841945396319,0.216651809036072
tn4JGQGVIO,-0.04364941642233934,-0.1290620355926248
9zOdLbARPX,0.09692992546908782,-0.0977891830079348
4fdHOsbX62,0.07913106662128461,-0.04106972418571506
XyAPio6Zke,0.1542809797087705,-0.08973268198337839
ihCwI6XXLH,0.04016494508526339,-0.059361216238323154
HncuSrxjBP,-0.008407006378777327,-0.13758420548698383
uGkhnv0bae,0.08717921761816488,0.10852254119115193
71sKIbvGmv,-0.04778658458947047,0.06808588413666625
bKSjpiNpoF,-0.0477860027960182,0.06808523350207135
m2cCXBN4cN,-0.17354306662847754,-0.1288602267214353
sOLOnBdt70,-0.011895062311836825,0.1527168653911889
A2JK2yZ390,-0.01578164353070129,-0.22581419079896908
sVtm757wIb,-0.05078088140657016,0.023347896264764814
tXLtNtMs5o,0.02831694485289827,-0.06299577008853272
lBtPp3RotG,-0.07426313998019968,-0.05425760935445377
JOUHBJzDnZ,-0.01864352977928029,-0.06051266145973154
nuRVmrGwo4,-0.04117448150208064,-0.08114457945914685
3jy6yZUPql,0.015332136458166647,-0.002249893107609223
tBM2Mfnbqm,-0.0730863920306501,0.04558016709376376
4HIrU83GwG,0.050354686297550764,-0.006201704054606419
DcYjgdlTvm,0.11551153970787359,0.029345197579806366
PEoio8g0Hv,0.23996810021519374,-0.04838372423099265
GAcajKe25W,0.0642316389339477,-0.019102075689308336
K94jmkQOLS,-0.0072659019297616305,0.024163881945313666
uO3KgRxBVd,0.08501828708306647,0.18470655489780716
SbKor80pEu,0.08444639286936448,0.20216322031035333
KoWzEabJsq,-0.0033875082790625517,-0.0363788675017622
99AzUSDtIe,0.23874784796576,-0.03625504388750963
SlS9RbjM6U,-0.09636843562582306,0.008582193789889926
TowQwjeWLV,0.009968282874201866,0.0634461869998619
2VSrrxEerv,-0.025470787900055785,0.0016391886186473692
vhiXT0xxTt,0.006001403274027029,-0.024420343166728427
9v9ZEumTjw,-0.16888164056568628,0.012299053312861519
CElFpdGIrd,-0.23717585358995733,-0.09148806486362766
j3Vr7rriQ6,0.045061875026275934,-0.04543311593525734
QVFvknH8BH,-0.0013686672638373917,-0.08486337198048133
Gi3LFdKB9l,-0.06718000194346194,-0.044328373318124344
vERcYkq2NB,0.08793550436747466,0.05699765521155368
qjJCGXmuJl,-0.06853161592776608,-0.15787901812892527
ykKuIaut7i,-0.016212290427125294,-0.3164979428595864
67M8BBXmsZ,-0.017067686898486874,-0.10399696515582496
eraBXOEZ7E,-0.15972332480467447,-0.0523050122375084
L0lA6JKm3o,0.24973328284341031,-0.060075277104413724
ftWv15DYao,0.021750269409139364,0.018432914637997684
MA46RbvsVH,0.002543417642729154,0.09621582199245154
WJS2y7ypnN,0.07550303370790434,-0.11126319947425142
D1pVqnC7RA,0.031851765534048886,-0.15033154660628092
KDQleaE4KQ,-0.06341827195671892,-0.15808785640647618
